"year","variable","experiment","ensemble","model","units","value"
1984,"npp","historical","r4i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",296147833226.352
1984,"npp","historical","r5i1p1f1","CESM2","kg m-2 yr-1",294676943060.552
1984,"npp","historical","r5i1p1f1","INM-CM5-0","kg m-2 yr-1",454407484129.622
1984,"npp","historical","r5i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",311447720907.089
1984,"npp","historical","r5i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",459068798894.955
1984,"npp","historical","r5i1p1f1","NorCPM1","kg m-2 yr-1",197832401001.95
1984,"npp","historical","r5i1p1f2","CNRM-CM6-1","kg m-2 yr-1",187917191450.875
1984,"npp","historical","r5i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",300375985965.02
1984,"npp","historical","r6i1p1f1","CESM2","kg m-2 yr-1",291739866943.353
1984,"npp","historical","r6i1p1f1","INM-CM5-0","kg m-2 yr-1",446212472594.514
1984,"npp","historical","r6i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",307491609344.307
1984,"npp","historical","r6i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",471272733898.197
1984,"npp","historical","r6i1p1f1","NorCPM1","kg m-2 yr-1",198812343120.34
1984,"npp","historical","r6i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183177645947.042
1984,"npp","historical","r7i1p1f1","CESM2","kg m-2 yr-1",286797314956.739
1984,"npp","historical","r7i1p1f1","INM-CM5-0","kg m-2 yr-1",446469131262.431
1984,"npp","historical","r7i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",301720434581.318
1984,"npp","historical","r7i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",450356004665.739
1984,"npp","historical","r7i1p1f1","NorCPM1","kg m-2 yr-1",196117990543.192
1984,"npp","historical","r7i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179961031669.421
1984,"npp","historical","r8i1p1f1","CESM2","kg m-2 yr-1",287558956111.748
1984,"npp","historical","r8i1p1f1","INM-CM5-0","kg m-2 yr-1",458873567369.55
1984,"npp","historical","r8i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",311165147783.567
1984,"npp","historical","r8i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",441797806989.213
1984,"npp","historical","r8i1p1f1","NorCPM1","kg m-2 yr-1",202277835449.07
1984,"npp","historical","r8i1p1f2","CNRM-CM6-1","kg m-2 yr-1",178118676686.492
1984,"npp","historical","r8i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",299265663101.913
1984,"npp","historical","r9i1p1f1","CESM2","kg m-2 yr-1",277972834828.452
1984,"npp","historical","r9i1p1f1","INM-CM5-0","kg m-2 yr-1",444206840457.216
1984,"npp","historical","r9i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",296340040402.125
1984,"npp","historical","r9i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",431108318686.709
1984,"npp","historical","r9i1p1f1","NorCPM1","kg m-2 yr-1",199150727663.424
1984,"npp","historical","r9i1p1f2","CNRM-CM6-1","kg m-2 yr-1",185048160765.981
1984,"npp","historical","r9i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",304901716540.225
1985,"npp","historical","r10i1p1f1","CESM2","kg m-2 yr-1",290214875285.172
1985,"npp","historical","r10i1p1f1","INM-CM5-0","kg m-2 yr-1",439586266612.522
1985,"npp","historical","r10i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",302213823533.079
1985,"npp","historical","r10i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",465679649919.895
1985,"npp","historical","r10i1p1f1","NorCPM1","kg m-2 yr-1",203757178924.355
1985,"npp","historical","r10i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179995350486.303
1985,"npp","historical","r10i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",312636478606.158
1985,"npp","historical","r11i1p1f1","CESM2","kg m-2 yr-1",283610873402.672
1985,"npp","historical","r11i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",314040640728.31
1985,"npp","historical","r11i1p1f1","NorCPM1","kg m-2 yr-1",200426767606.863
1985,"npp","historical","r11i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179787170839.701
1985,"npp","historical","r12i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",319847583531.614
1985,"npp","historical","r12i1p1f1","NorCPM1","kg m-2 yr-1",192294337848.277
1985,"npp","historical","r12i1p1f2","CNRM-CM6-1","kg m-2 yr-1",180513560164.888
1985,"npp","historical","r13i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",304936407859.274
1985,"npp","historical","r13i1p1f1","NorCPM1","kg m-2 yr-1",202427350159.845
1985,"npp","historical","r13i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179449995564.548
1985,"npp","historical","r14i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",313240959453.394
1985,"npp","historical","r14i1p1f1","NorCPM1","kg m-2 yr-1",203105195662.849
1985,"npp","historical","r14i1p1f2","CNRM-CM6-1","kg m-2 yr-1",180070475977.409
1985,"npp","historical","r15i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",294855046975.089
1985,"npp","historical","r15i1p1f1","NorCPM1","kg m-2 yr-1",195489292589.284
1985,"npp","historical","r15i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182648798965.411
1985,"npp","historical","r16i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",312983521481.841
1985,"npp","historical","r16i1p1f1","NorCPM1","kg m-2 yr-1",200109365777.76
1985,"npp","historical","r16i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183087362991.393
1985,"npp","historical","r17i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",312471971252.831
1985,"npp","historical","r17i1p1f1","NorCPM1","kg m-2 yr-1",194256081003.772
1985,"npp","historical","r17i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181911543197.892
1985,"npp","historical","r18i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308641503948.141
1985,"npp","historical","r18i1p1f1","NorCPM1","kg m-2 yr-1",200919709510.55
1985,"npp","historical","r18i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181239675451.75
1985,"npp","historical","r19i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",307617874410.755
1985,"npp","historical","r19i1p1f1","NorCPM1","kg m-2 yr-1",203660120781.416
1985,"npp","historical","r19i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182941957489.542
1985,"npp","historical","r1i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",347595085427.971
1985,"npp","historical","r1i1p1f1","CESM2","kg m-2 yr-1",282837081982.253
1985,"npp","historical","r1i1p1f1","CESM2-WACCM","kg m-2 yr-1",297626924543.228
1985,"npp","historical","r1i1p1f1","INM-CM4-8","kg m-2 yr-1",425313390352.419
1985,"npp","historical","r1i1p1f1","INM-CM5-0","kg m-2 yr-1",450471300646.537
1985,"npp","historical","r1i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",314019059717.11
1985,"npp","historical","r1i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",490382887715.932
1985,"npp","historical","r1i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",444648681876.53
1985,"npp","historical","r1i1p1f1","NorCPM1","kg m-2 yr-1",199465883941.086
1985,"npp","historical","r1i1p1f1","NorESM2-LM","kg m-2 yr-1",293848199784.23
1985,"npp","historical","r1i1p1f1","NorESM2-MM","kg m-2 yr-1",285575355464.267
1985,"npp","historical","r1i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182414091032.875
1985,"npp","historical","r1i1p1f2","CNRM-CM6-1-HR","kg m-2 yr-1",180783001292.923
1985,"npp","historical","r1i2p1f1","MRI-ESM2-0","kg m-2 yr-1",356636249071.424
1985,"npp","historical","r20i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",303849694274.359
1985,"npp","historical","r20i1p1f1","NorCPM1","kg m-2 yr-1",205224085845.223
1985,"npp","historical","r20i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181607098026.125
1985,"npp","historical","r21i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",307387423402.232
1985,"npp","historical","r21i1p1f1","NorCPM1","kg m-2 yr-1",203729247793.935
1985,"npp","historical","r21i1p1f2","CNRM-CM6-1","kg m-2 yr-1",178383297058.42
1985,"npp","historical","r22i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",304924446308.12
1985,"npp","historical","r22i1p1f1","NorCPM1","kg m-2 yr-1",195566515060.565
1985,"npp","historical","r22i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182098389729.817
1985,"npp","historical","r23i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",307773928163.71
1985,"npp","historical","r23i1p1f1","NorCPM1","kg m-2 yr-1",196457290986.326
1985,"npp","historical","r23i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179976217252.629
1985,"npp","historical","r24i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",306344032944.614
1985,"npp","historical","r24i1p1f1","NorCPM1","kg m-2 yr-1",201112430306.898
1985,"npp","historical","r24i1p1f2","CNRM-CM6-1","kg m-2 yr-1",176228944944.585
1985,"npp","historical","r25i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308081356277.945
1985,"npp","historical","r25i1p1f1","NorCPM1","kg m-2 yr-1",198848023562.819
1985,"npp","historical","r25i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181305701308.737
1985,"npp","historical","r26i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",316359938272.695
1985,"npp","historical","r26i1p1f1","NorCPM1","kg m-2 yr-1",195059960776.055
1985,"npp","historical","r26i1p1f2","CNRM-CM6-1","kg m-2 yr-1",185945161351.709
1985,"npp","historical","r27i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",301523998863.912
1985,"npp","historical","r27i1p1f1","NorCPM1","kg m-2 yr-1",192454022475.578
1985,"npp","historical","r27i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179523001433.61
1985,"npp","historical","r28i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",312184716906.711
1985,"npp","historical","r28i1p1f1","NorCPM1","kg m-2 yr-1",195468709964.993
1985,"npp","historical","r28i1p1f2","CNRM-CM6-1","kg m-2 yr-1",176514095663.316
1985,"npp","historical","r29i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",304066318682.939
1985,"npp","historical","r29i1p1f1","NorCPM1","kg m-2 yr-1",199572340442.204
1985,"npp","historical","r29i1p1f2","CNRM-CM6-1","kg m-2 yr-1",176069401659.439
1985,"npp","historical","r2i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",330690506237.03
1985,"npp","historical","r2i1p1f1","CESM2","kg m-2 yr-1",290297147370.161
1985,"npp","historical","r2i1p1f1","CESM2-WACCM","kg m-2 yr-1",281180642057.176
1985,"npp","historical","r2i1p1f1","INM-CM5-0","kg m-2 yr-1",458569050285.934
1985,"npp","historical","r2i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",302859137769.907
1985,"npp","historical","r2i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",473528335739.58
1985,"npp","historical","r2i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",465648284583.545
1985,"npp","historical","r2i1p1f1","NorCPM1","kg m-2 yr-1",193428410212.889
1985,"npp","historical","r2i1p1f1","NorESM2-LM","kg m-2 yr-1",293686062431.201
1985,"npp","historical","r2i1p1f2","CNRM-CM6-1","kg m-2 yr-1",180836743369.436
1985,"npp","historical","r2i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",308189131160.478
1985,"npp","historical","r30i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",294241087274.296
1985,"npp","historical","r30i1p1f1","NorCPM1","kg m-2 yr-1",199550868911.227
1985,"npp","historical","r30i1p1f2","CNRM-CM6-1","kg m-2 yr-1",180477653237.167
1985,"npp","historical","r31i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",314302208974.292
1985,"npp","historical","r32i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308915327122.87
1985,"npp","historical","r3i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",334306505171.692
1985,"npp","historical","r3i1p1f1","CESM2","kg m-2 yr-1",297841252019.761
1985,"npp","historical","r3i1p1f1","CESM2-WACCM","kg m-2 yr-1",286022147823.32
1985,"npp","historical","r3i1p1f1","INM-CM5-0","kg m-2 yr-1",443674015529.055
1985,"npp","historical","r3i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",303478478619.022
1985,"npp","historical","r3i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",453380482643.386
1985,"npp","historical","r3i1p1f1","NorCPM1","kg m-2 yr-1",201323984080.415
1985,"npp","historical","r3i1p1f1","NorESM2-LM","kg m-2 yr-1",290029853167.736
1985,"npp","historical","r3i1p1f2","CNRM-CM6-1","kg m-2 yr-1",173921963014.691
1985,"npp","historical","r3i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",301586102580.151
1985,"npp","historical","r4i1p1f1","CESM2","kg m-2 yr-1",286985413405.4
1985,"npp","historical","r4i1p1f1","INM-CM5-0","kg m-2 yr-1",443674015529.055
1985,"npp","historical","r4i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308756285648.252
1985,"npp","historical","r4i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",426030711351.895
1985,"npp","historical","r4i1p1f1","NorCPM1","kg m-2 yr-1",204334920286.59
1985,"npp","historical","r4i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181046719255.731
1985,"npp","historical","r4i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",312662903597.518
1985,"npp","historical","r5i1p1f1","CESM2","kg m-2 yr-1",279189412423.153
1985,"npp","historical","r5i1p1f1","INM-CM5-0","kg m-2 yr-1",449132301075.02
1985,"npp","historical","r5i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308518470723.692
1985,"npp","historical","r5i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",448412398239.21
1985,"npp","historical","r5i1p1f1","NorCPM1","kg m-2 yr-1",196718229639.999
1985,"npp","historical","r5i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179508854065.283
1985,"npp","historical","r5i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",283502538272.229
1985,"npp","historical","r6i1p1f1","CESM2","kg m-2 yr-1",293423671793.25
1985,"npp","historical","r6i1p1f1","INM-CM5-0","kg m-2 yr-1",448232828837.008
1985,"npp","historical","r6i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",299919870497.126
1985,"npp","historical","r6i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",440672261335.352
1985,"npp","historical","r6i1p1f1","NorCPM1","kg m-2 yr-1",193674459467.766
1985,"npp","historical","r6i1p1f2","CNRM-CM6-1","kg m-2 yr-1",184123957202.285
1985,"npp","historical","r7i1p1f1","CESM2","kg m-2 yr-1",286653807123.67
1985,"npp","historical","r7i1p1f1","INM-CM5-0","kg m-2 yr-1",435861499834.071
1985,"npp","historical","r7i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",318185493773.67
1985,"npp","historical","r7i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",471330829449.833
1985,"npp","historical","r7i1p1f1","NorCPM1","kg m-2 yr-1",198892308544.089
1985,"npp","historical","r7i1p1f2","CNRM-CM6-1","kg m-2 yr-1",172862217357.912
1985,"npp","historical","r8i1p1f1","CESM2","kg m-2 yr-1",286084749800.081
1985,"npp","historical","r8i1p1f1","INM-CM5-0","kg m-2 yr-1",441092540700.879
1985,"npp","historical","r8i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",313474594501.103
1985,"npp","historical","r8i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",459556647324.255
1985,"npp","historical","r8i1p1f1","NorCPM1","kg m-2 yr-1",201281269814.377
1985,"npp","historical","r8i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181035899662.132
1985,"npp","historical","r8i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",311589930382.518
1985,"npp","historical","r9i1p1f1","CESM2","kg m-2 yr-1",289751488544.465
1985,"npp","historical","r9i1p1f1","INM-CM5-0","kg m-2 yr-1",454982027262.886
1985,"npp","historical","r9i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",306538321128.85
1985,"npp","historical","r9i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",443441457813.63
1985,"npp","historical","r9i1p1f1","NorCPM1","kg m-2 yr-1",191656348907.385
1985,"npp","historical","r9i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181821292096.69
1985,"npp","historical","r9i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",305527681281.27
1986,"npp","historical","r10i1p1f1","CESM2","kg m-2 yr-1",288521602341.159
1986,"npp","historical","r10i1p1f1","INM-CM5-0","kg m-2 yr-1",448036414841.2
1986,"npp","historical","r10i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",306978410141.662
1986,"npp","historical","r10i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",455220024596.405
1986,"npp","historical","r10i1p1f1","NorCPM1","kg m-2 yr-1",206972891706.682
1986,"npp","historical","r10i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181321706705.386
1986,"npp","historical","r10i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",304719354155.555
1986,"npp","historical","r11i1p1f1","CESM2","kg m-2 yr-1",285900246989.981
1986,"npp","historical","r11i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",305577698024.86
1986,"npp","historical","r11i1p1f1","NorCPM1","kg m-2 yr-1",194404443108.105
1986,"npp","historical","r11i1p1f2","CNRM-CM6-1","kg m-2 yr-1",177375629558.382
1986,"npp","historical","r12i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",309290445798.564
1986,"npp","historical","r12i1p1f1","NorCPM1","kg m-2 yr-1",202963878025.467
1986,"npp","historical","r12i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182919533379.304
1986,"npp","historical","r13i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",310094550208.813
1986,"npp","historical","r13i1p1f1","NorCPM1","kg m-2 yr-1",198749222176.98
1986,"npp","historical","r13i1p1f2","CNRM-CM6-1","kg m-2 yr-1",179507853463.583
1986,"npp","historical","r14i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",309839662653.246
1986,"npp","historical","r14i1p1f1","NorCPM1","kg m-2 yr-1",201592102161.34
1986,"npp","historical","r14i1p1f2","CNRM-CM6-1","kg m-2 yr-1",186857777216.522
1986,"npp","historical","r15i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",315809826147.06
1986,"npp","historical","r15i1p1f1","NorCPM1","kg m-2 yr-1",203274528559.597
1986,"npp","historical","r15i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183203453944.502
1986,"npp","historical","r16i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",303397613400.295
1986,"npp","historical","r16i1p1f1","NorCPM1","kg m-2 yr-1",202700079540.769
1986,"npp","historical","r16i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181743517685.049
1986,"npp","historical","r17i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",310183832437.814
1986,"npp","historical","r17i1p1f1","NorCPM1","kg m-2 yr-1",197511693668.973
1986,"npp","historical","r17i1p1f2","CNRM-CM6-1","kg m-2 yr-1",185783506208.332
1986,"npp","historical","r18i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",313929935750.909
1986,"npp","historical","r18i1p1f1","NorCPM1","kg m-2 yr-1",204800683770.973
1986,"npp","historical","r18i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182257393380.156
1986,"npp","historical","r19i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",317770858021.727
1986,"npp","historical","r19i1p1f1","NorCPM1","kg m-2 yr-1",196045106397.568
1986,"npp","historical","r19i1p1f2","CNRM-CM6-1","kg m-2 yr-1",178077931028.124
1986,"npp","historical","r1i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",346874285705.573
1986,"npp","historical","r1i1p1f1","CESM2","kg m-2 yr-1",290044169243.229
1986,"npp","historical","r1i1p1f1","CESM2-WACCM","kg m-2 yr-1",300550726891.693
1986,"npp","historical","r1i1p1f1","INM-CM4-8","kg m-2 yr-1",424285724325.078
1986,"npp","historical","r1i1p1f1","INM-CM5-0","kg m-2 yr-1",442189545962.279
1986,"npp","historical","r1i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",315184493811.845
1986,"npp","historical","r1i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",484415576801.849
1986,"npp","historical","r1i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",456454401412.231
1986,"npp","historical","r1i1p1f1","NorCPM1","kg m-2 yr-1",201672700044.901
1986,"npp","historical","r1i1p1f1","NorESM2-LM","kg m-2 yr-1",296562909376.17
1986,"npp","historical","r1i1p1f1","NorESM2-MM","kg m-2 yr-1",288036121307.813
1986,"npp","historical","r1i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182687594095.751
1986,"npp","historical","r1i1p1f2","CNRM-CM6-1-HR","kg m-2 yr-1",181474650853.267
1986,"npp","historical","r1i2p1f1","MRI-ESM2-0","kg m-2 yr-1",371171284316.128
1986,"npp","historical","r20i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",309840723699.103
1986,"npp","historical","r20i1p1f1","NorCPM1","kg m-2 yr-1",196904371427.715
1986,"npp","historical","r20i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183857051090.189
1986,"npp","historical","r21i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",307074899622.247
1986,"npp","historical","r21i1p1f1","NorCPM1","kg m-2 yr-1",198235074048.773
1986,"npp","historical","r21i1p1f2","CNRM-CM6-1","kg m-2 yr-1",181410327944.354
1986,"npp","historical","r22i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",303263277285.114
1986,"npp","historical","r22i1p1f1","NorCPM1","kg m-2 yr-1",198251801637.429
1986,"npp","historical","r22i1p1f2","CNRM-CM6-1","kg m-2 yr-1",184523043132.974
1986,"npp","historical","r23i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",310865237817.273
1986,"npp","historical","r23i1p1f1","NorCPM1","kg m-2 yr-1",198955433384.634
1986,"npp","historical","r23i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182890705737.814
1986,"npp","historical","r24i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",315383919552.916
1986,"npp","historical","r24i1p1f1","NorCPM1","kg m-2 yr-1",198699438777.456
1986,"npp","historical","r24i1p1f2","CNRM-CM6-1","kg m-2 yr-1",177523199114.553
1986,"npp","historical","r25i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",311374923244.585
1986,"npp","historical","r25i1p1f1","NorCPM1","kg m-2 yr-1",194502266474.511
1986,"npp","historical","r25i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183015488487.298
1986,"npp","historical","r26i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",310179171323.591
1986,"npp","historical","r26i1p1f1","NorCPM1","kg m-2 yr-1",201706180256.901
1986,"npp","historical","r26i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183923716784.458
1986,"npp","historical","r27i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",311721238569.556
1986,"npp","historical","r27i1p1f1","NorCPM1","kg m-2 yr-1",201199308196.943
1986,"npp","historical","r27i1p1f2","CNRM-CM6-1","kg m-2 yr-1",184343500705.489
1986,"npp","historical","r28i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",304634019072.948
1986,"npp","historical","r28i1p1f1","NorCPM1","kg m-2 yr-1",203505783483.483
1986,"npp","historical","r28i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183154963014.471
1986,"npp","historical","r29i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308333475944.557
1986,"npp","historical","r29i1p1f1","NorCPM1","kg m-2 yr-1",192807968410.576
1986,"npp","historical","r29i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182200745889.41
1986,"npp","historical","r2i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",334223617864.051
1986,"npp","historical","r2i1p1f1","CESM2","kg m-2 yr-1",292815481659.246
1986,"npp","historical","r2i1p1f1","CESM2-WACCM","kg m-2 yr-1",289835401500.874
1986,"npp","historical","r2i1p1f1","INM-CM5-0","kg m-2 yr-1",446080179100.517
1986,"npp","historical","r2i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",311563599286.853
1986,"npp","historical","r2i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",486961871156.314
1986,"npp","historical","r2i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",463519638531.588
1986,"npp","historical","r2i1p1f1","NorCPM1","kg m-2 yr-1",194046564757.72
1986,"npp","historical","r2i1p1f1","NorESM2-LM","kg m-2 yr-1",292592256642.381
1986,"npp","historical","r2i1p1f2","CNRM-CM6-1","kg m-2 yr-1",185207974704.724
1986,"npp","historical","r2i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",305714897718.352
1986,"npp","historical","r30i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",304352419279.663
1986,"npp","historical","r30i1p1f1","NorCPM1","kg m-2 yr-1",200990809416.648
1986,"npp","historical","r30i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183084301847.959
1986,"npp","historical","r31i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",319490360070.323
1986,"npp","historical","r32i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",308433057696.228
1986,"npp","historical","r3i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",328050571660.875
1986,"npp","historical","r3i1p1f1","CESM2","kg m-2 yr-1",293951152317.155
1986,"npp","historical","r3i1p1f1","CESM2-WACCM","kg m-2 yr-1",283644029589.935
1986,"npp","historical","r3i1p1f1","INM-CM5-0","kg m-2 yr-1",440590061770.558
1986,"npp","historical","r3i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",309877426831.138
1986,"npp","historical","r3i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",461156085487.733
1986,"npp","historical","r3i1p1f1","NorCPM1","kg m-2 yr-1",195455683699.023
1986,"npp","historical","r3i1p1f1","NorESM2-LM","kg m-2 yr-1",290846280085.748
1986,"npp","historical","r3i1p1f2","CNRM-CM6-1","kg m-2 yr-1",183887596594.93
1986,"npp","historical","r3i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",289068440007.541
1986,"npp","historical","r4i1p1f1","CESM2","kg m-2 yr-1",284726540420.977
1986,"npp","historical","r4i1p1f1","INM-CM5-0","kg m-2 yr-1",440590061770.558
1986,"npp","historical","r4i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",307808916824.695
1986,"npp","historical","r4i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",450875731760.942
1986,"npp","historical","r4i1p1f1","NorCPM1","kg m-2 yr-1",199898873481.479
1986,"npp","historical","r4i1p1f2","CNRM-CM6-1","kg m-2 yr-1",182994335967.615
1986,"npp","historical","r4i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",297730639497.16
1986,"npp","historical","r5i1p1f1","CESM2","kg m-2 yr-1",288354934038.804
1986,"npp","historical","r5i1p1f1","INM-CM5-0","kg m-2 yr-1",448427930596.635
1986,"npp","historical","r5i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",305326794330.483
1986,"npp","historical","r5i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",426899330761.287
