"year","variable","experiment","ensemble","model","units","value"
1989,"gpp","historical","r9i1p1f1","INM-CM5-0","kg m-2 yr-1",936706453473.03
1989,"gpp","historical","r9i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",734165479368.817
1989,"gpp","historical","r9i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",950781450946.431
1989,"gpp","historical","r9i1p1f1","NorCPM1","kg m-2 yr-1",563544064680.471
1989,"gpp","historical","r9i1p1f2","CNRM-CM6-1","kg m-2 yr-1",785712739539.449
1989,"gpp","historical","r9i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",640539249241.922
1990,"gpp","historical","r10i1p1f1","CESM2","kg m-2 yr-1",719128275918.471
1990,"gpp","historical","r10i1p1f1","INM-CM5-0","kg m-2 yr-1",926068186587.092
1990,"gpp","historical","r10i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",751253402554.673
1990,"gpp","historical","r10i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",929979521271.792
1990,"gpp","historical","r10i1p1f1","NorCPM1","kg m-2 yr-1",546792505779.434
1990,"gpp","historical","r10i1p1f2","CNRM-CM6-1","kg m-2 yr-1",793707473470.886
1990,"gpp","historical","r10i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",655794881138.599
1990,"gpp","historical","r11i1p1f1","CESM2","kg m-2 yr-1",714334732680.012
1990,"gpp","historical","r11i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",741728082048.07
1990,"gpp","historical","r11i1p1f1","NorCPM1","kg m-2 yr-1",549265135256.388
1990,"gpp","historical","r11i1p1f2","CNRM-CM6-1","kg m-2 yr-1",797236463009.225
1990,"gpp","historical","r12i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",745426283283.138
1990,"gpp","historical","r12i1p1f1","NorCPM1","kg m-2 yr-1",565192162989.586
1990,"gpp","historical","r12i1p1f2","CNRM-CM6-1","kg m-2 yr-1",798264311888.607
1990,"gpp","historical","r13i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",758833654801.094
1990,"gpp","historical","r13i1p1f1","NorCPM1","kg m-2 yr-1",554717057299
1990,"gpp","historical","r13i1p1f2","CNRM-CM6-1","kg m-2 yr-1",793612047194.404
1990,"gpp","historical","r14i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",734763685440.328
1990,"gpp","historical","r14i1p1f1","NorCPM1","kg m-2 yr-1",566731561721.198
1990,"gpp","historical","r14i1p1f2","CNRM-CM6-1","kg m-2 yr-1",785861372734.005
1990,"gpp","historical","r15i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",754487671525.716
1990,"gpp","historical","r15i1p1f1","NorCPM1","kg m-2 yr-1",558755863653.585
1990,"gpp","historical","r15i1p1f2","CNRM-CM6-1","kg m-2 yr-1",787348770853.892
1990,"gpp","historical","r16i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",731922703173.012
1990,"gpp","historical","r16i1p1f1","NorCPM1","kg m-2 yr-1",548733418804.549
1990,"gpp","historical","r16i1p1f2","CNRM-CM6-1","kg m-2 yr-1",787827816650.419
1990,"gpp","historical","r17i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",741796620963.248
1990,"gpp","historical","r17i1p1f1","NorCPM1","kg m-2 yr-1",565004810697.031
1990,"gpp","historical","r17i1p1f2","CNRM-CM6-1","kg m-2 yr-1",772848704689.607
1990,"gpp","historical","r18i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",744973065927.788
1990,"gpp","historical","r18i1p1f1","NorCPM1","kg m-2 yr-1",565709364238.986
1990,"gpp","historical","r18i1p1f2","CNRM-CM6-1","kg m-2 yr-1",785512645530.111
1990,"gpp","historical","r19i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",733373588369.898
1990,"gpp","historical","r19i1p1f1","NorCPM1","kg m-2 yr-1",551751849486.143
1990,"gpp","historical","r19i1p1f2","CNRM-CM6-1","kg m-2 yr-1",767108372632.608
1990,"gpp","historical","r1i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",780125475515.641
1990,"gpp","historical","r1i1p1f1","CESM2","kg m-2 yr-1",726166377041.251
1990,"gpp","historical","r1i1p1f1","CESM2-WACCM","kg m-2 yr-1",720408289864.966
1990,"gpp","historical","r1i1p1f1","INM-CM4-8","kg m-2 yr-1",903017225490.186
1990,"gpp","historical","r1i1p1f1","INM-CM5-0","kg m-2 yr-1",947253362459.008
1990,"gpp","historical","r1i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",752756097764.364
1990,"gpp","historical","r1i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",998843693235.169
1990,"gpp","historical","r1i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",919460633214.271
1990,"gpp","historical","r1i1p1f1","NorCPM1","kg m-2 yr-1",560271981503.047
1990,"gpp","historical","r1i1p1f1","NorESM2-LM","kg m-2 yr-1",726052836178.264
1990,"gpp","historical","r1i1p1f1","NorESM2-MM","kg m-2 yr-1",723556028109.019
1990,"gpp","historical","r1i1p1f1","SAM0-UNICON","kg m-2 yr-1",808552888869.685
1990,"gpp","historical","r1i1p1f2","CNRM-CM6-1","kg m-2 yr-1",770182648113.77
1990,"gpp","historical","r1i1p1f2","CNRM-CM6-1-HR","kg m-2 yr-1",769837180631.159
1990,"gpp","historical","r1i2p1f1","MRI-ESM2-0","kg m-2 yr-1",1174075596311.38
1990,"gpp","historical","r20i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",745076848767.152
1990,"gpp","historical","r20i1p1f1","NorCPM1","kg m-2 yr-1",558375600706.968
1990,"gpp","historical","r20i1p1f2","CNRM-CM6-1","kg m-2 yr-1",756251464887.167
1990,"gpp","historical","r21i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",740915128757.077
1990,"gpp","historical","r21i1p1f1","NorCPM1","kg m-2 yr-1",552441347577.077
1990,"gpp","historical","r21i1p1f2","CNRM-CM6-1","kg m-2 yr-1",761894175022.121
1990,"gpp","historical","r22i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",736628520373.563
1990,"gpp","historical","r22i1p1f1","NorCPM1","kg m-2 yr-1",560212725312.011
1990,"gpp","historical","r22i1p1f2","CNRM-CM6-1","kg m-2 yr-1",775528981658.423
1990,"gpp","historical","r23i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",731654075695.74
1990,"gpp","historical","r23i1p1f1","NorCPM1","kg m-2 yr-1",560400890009.213
1990,"gpp","historical","r23i1p1f2","CNRM-CM6-1","kg m-2 yr-1",788894043903.899
1990,"gpp","historical","r24i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",747575618370.807
1990,"gpp","historical","r24i1p1f1","NorCPM1","kg m-2 yr-1",560085501154.042
1990,"gpp","historical","r24i1p1f2","CNRM-CM6-1","kg m-2 yr-1",791575506473.955
1990,"gpp","historical","r25i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",733110759901.973
1990,"gpp","historical","r25i1p1f1","NorCPM1","kg m-2 yr-1",568173722583.187
1990,"gpp","historical","r25i1p1f2","CNRM-CM6-1","kg m-2 yr-1",770068539605.93
1990,"gpp","historical","r26i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",737256413016.314
1990,"gpp","historical","r26i1p1f1","NorCPM1","kg m-2 yr-1",558085004244.25
1990,"gpp","historical","r26i1p1f2","CNRM-CM6-1","kg m-2 yr-1",780892333210.781
1990,"gpp","historical","r27i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",745703776864.488
1990,"gpp","historical","r27i1p1f1","NorCPM1","kg m-2 yr-1",556959356737.785
1990,"gpp","historical","r27i1p1f2","CNRM-CM6-1","kg m-2 yr-1",793391240106.915
1990,"gpp","historical","r28i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",713716126599.211
1990,"gpp","historical","r28i1p1f1","NorCPM1","kg m-2 yr-1",552928958686.974
1990,"gpp","historical","r28i1p1f2","CNRM-CM6-1","kg m-2 yr-1",772270735068.239
1990,"gpp","historical","r29i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",740016894413.625
1990,"gpp","historical","r29i1p1f1","NorCPM1","kg m-2 yr-1",556150567861.345
1990,"gpp","historical","r29i1p1f2","CNRM-CM6-1","kg m-2 yr-1",762251910872.562
1990,"gpp","historical","r2i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",774323721919.659
1990,"gpp","historical","r2i1p1f1","CESM2","kg m-2 yr-1",710290379549.06
1990,"gpp","historical","r2i1p1f1","CESM2-WACCM","kg m-2 yr-1",738716471412.623
1990,"gpp","historical","r2i1p1f1","INM-CM5-0","kg m-2 yr-1",925806666277.143
1990,"gpp","historical","r2i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",745562748830.079
1990,"gpp","historical","r2i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",986706536571.284
1990,"gpp","historical","r2i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",922516781636.351
1990,"gpp","historical","r2i1p1f1","NorCPM1","kg m-2 yr-1",550250657990.623
1990,"gpp","historical","r2i1p1f1","NorESM2-LM","kg m-2 yr-1",723462408858.59
1990,"gpp","historical","r2i1p1f2","CNRM-CM6-1","kg m-2 yr-1",803513323553.121
1990,"gpp","historical","r2i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",638573829140.201
1990,"gpp","historical","r30i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",725992210718.83
1990,"gpp","historical","r30i1p1f1","NorCPM1","kg m-2 yr-1",558188049244.907
1990,"gpp","historical","r30i1p1f2","CNRM-CM6-1","kg m-2 yr-1",778421590311.082
1990,"gpp","historical","r31i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",746488828200.867
1990,"gpp","historical","r32i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",748054829508.01
1990,"gpp","historical","r3i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",784018224253.431
1990,"gpp","historical","r3i1p1f1","CESM2","kg m-2 yr-1",732518277281.43
1990,"gpp","historical","r3i1p1f1","CESM2-WACCM","kg m-2 yr-1",721647368213.4
1990,"gpp","historical","r3i1p1f1","INM-CM5-0","kg m-2 yr-1",943529612367.998
1990,"gpp","historical","r3i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",738734453331.623
1990,"gpp","historical","r3i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",917635969983.408
1990,"gpp","historical","r3i1p1f1","NorCPM1","kg m-2 yr-1",562880600476.525
1990,"gpp","historical","r3i1p1f1","NorESM2-LM","kg m-2 yr-1",727703866743.131
1990,"gpp","historical","r3i1p1f2","CNRM-CM6-1","kg m-2 yr-1",783467386979.043
1990,"gpp","historical","r3i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",663768801937.96
1990,"gpp","historical","r4i1p1f1","CESM2","kg m-2 yr-1",721510812091.693
1990,"gpp","historical","r4i1p1f1","INM-CM5-0","kg m-2 yr-1",943529612367.998
1990,"gpp","historical","r4i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",758664283010.268
1990,"gpp","historical","r4i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",907325013009.437
1990,"gpp","historical","r4i1p1f1","NorCPM1","kg m-2 yr-1",545280301875.627
1990,"gpp","historical","r4i1p1f2","CNRM-CM6-1","kg m-2 yr-1",775256657193.163
1990,"gpp","historical","r4i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",621256529000.997
1990,"gpp","historical","r5i1p1f1","CESM2","kg m-2 yr-1",717741582487.405
1990,"gpp","historical","r5i1p1f1","INM-CM5-0","kg m-2 yr-1",930837384213.783
1990,"gpp","historical","r5i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",736890468927.239
1990,"gpp","historical","r5i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",923992696747.108
1990,"gpp","historical","r5i1p1f1","NorCPM1","kg m-2 yr-1",568273832011.584
1990,"gpp","historical","r5i1p1f2","CNRM-CM6-1","kg m-2 yr-1",761467681595.196
1990,"gpp","historical","r5i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",677257194200.067
1990,"gpp","historical","r6i1p1f1","CESM2","kg m-2 yr-1",713232104141.756
1990,"gpp","historical","r6i1p1f1","INM-CM5-0","kg m-2 yr-1",945024001975.957
1990,"gpp","historical","r6i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",742525232363.706
1990,"gpp","historical","r6i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",929023842075.376
1990,"gpp","historical","r6i1p1f1","NorCPM1","kg m-2 yr-1",552824692959.124
1990,"gpp","historical","r6i1p1f2","CNRM-CM6-1","kg m-2 yr-1",787019180829.267
1990,"gpp","historical","r7i1p1f1","CESM2","kg m-2 yr-1",709814084789.972
1990,"gpp","historical","r7i1p1f1","INM-CM5-0","kg m-2 yr-1",937409279164.308
1990,"gpp","historical","r7i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",738935325756.118
1990,"gpp","historical","r7i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",887028800329.968
1990,"gpp","historical","r7i1p1f1","NorCPM1","kg m-2 yr-1",558129505178.229
1990,"gpp","historical","r7i1p1f2","CNRM-CM6-1","kg m-2 yr-1",776425514610.116
1990,"gpp","historical","r8i1p1f1","CESM2","kg m-2 yr-1",727406902560.396
1990,"gpp","historical","r8i1p1f1","INM-CM5-0","kg m-2 yr-1",927851793767.934
1990,"gpp","historical","r8i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",746963982327.691
1990,"gpp","historical","r8i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",924750107450.496
1990,"gpp","historical","r8i1p1f1","NorCPM1","kg m-2 yr-1",551583772540.495
1990,"gpp","historical","r8i1p1f2","CNRM-CM6-1","kg m-2 yr-1",785249917236.396
1990,"gpp","historical","r8i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",648403789729.578
1990,"gpp","historical","r9i1p1f1","CESM2","kg m-2 yr-1",721962119237.457
1990,"gpp","historical","r9i1p1f1","INM-CM5-0","kg m-2 yr-1",939646794069.446
1990,"gpp","historical","r9i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",727379418410.871
1990,"gpp","historical","r9i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",956454029896.669
1990,"gpp","historical","r9i1p1f1","NorCPM1","kg m-2 yr-1",573406955698.153
1990,"gpp","historical","r9i1p1f2","CNRM-CM6-1","kg m-2 yr-1",797687260582.826
1990,"gpp","historical","r9i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",668424496782.041
1991,"gpp","historical","r10i1p1f1","CESM2","kg m-2 yr-1",709618638835.972
1991,"gpp","historical","r10i1p1f1","INM-CM5-0","kg m-2 yr-1",960067222158.094
1991,"gpp","historical","r10i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",739626407130.088
1991,"gpp","historical","r10i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",915325727939.878
1991,"gpp","historical","r10i1p1f1","NorCPM1","kg m-2 yr-1",560503436480.879
1991,"gpp","historical","r10i1p1f2","CNRM-CM6-1","kg m-2 yr-1",802586134031.282
1991,"gpp","historical","r10i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",671441940542.77
1991,"gpp","historical","r11i1p1f1","CESM2","kg m-2 yr-1",727154347404.302
1991,"gpp","historical","r11i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",726364448464.587
1991,"gpp","historical","r11i1p1f1","NorCPM1","kg m-2 yr-1",545781403989.157
1991,"gpp","historical","r11i1p1f2","CNRM-CM6-1","kg m-2 yr-1",777627586120.941
1991,"gpp","historical","r12i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",749115271135.474
1991,"gpp","historical","r12i1p1f1","NorCPM1","kg m-2 yr-1",549465831467.919
1991,"gpp","historical","r12i1p1f2","CNRM-CM6-1","kg m-2 yr-1",777708678876.061
1991,"gpp","historical","r13i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",754857812034.928
1991,"gpp","historical","r13i1p1f1","NorCPM1","kg m-2 yr-1",556311013865.486
1991,"gpp","historical","r13i1p1f2","CNRM-CM6-1","kg m-2 yr-1",771765474110.426
1991,"gpp","historical","r14i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",736154587435.671
1991,"gpp","historical","r14i1p1f1","NorCPM1","kg m-2 yr-1",560482600456.626
1991,"gpp","historical","r14i1p1f2","CNRM-CM6-1","kg m-2 yr-1",784633802032.887
1991,"gpp","historical","r15i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",732646756716.729
1991,"gpp","historical","r15i1p1f1","NorCPM1","kg m-2 yr-1",562485839196.117
1991,"gpp","historical","r15i1p1f2","CNRM-CM6-1","kg m-2 yr-1",773217652738.685
1991,"gpp","historical","r16i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",740542785670.364
1991,"gpp","historical","r16i1p1f1","NorCPM1","kg m-2 yr-1",548435948960.779
1991,"gpp","historical","r16i1p1f2","CNRM-CM6-1","kg m-2 yr-1",787917444804.512
1991,"gpp","historical","r17i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",754840563175.769
1991,"gpp","historical","r17i1p1f1","NorCPM1","kg m-2 yr-1",550778472775.522
1991,"gpp","historical","r17i1p1f2","CNRM-CM6-1","kg m-2 yr-1",779004080093.25
1991,"gpp","historical","r18i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",746492353696.438
1991,"gpp","historical","r18i1p1f1","NorCPM1","kg m-2 yr-1",547183707620.561
1991,"gpp","historical","r18i1p1f2","CNRM-CM6-1","kg m-2 yr-1",785592786922.054
1991,"gpp","historical","r19i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",746293332421.605
1991,"gpp","historical","r19i1p1f1","NorCPM1","kg m-2 yr-1",538025766658.237
1991,"gpp","historical","r19i1p1f2","CNRM-CM6-1","kg m-2 yr-1",761341339108.231
1991,"gpp","historical","r1i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",789673861060.42
1991,"gpp","historical","r1i1p1f1","CESM2","kg m-2 yr-1",722624333375.458
1991,"gpp","historical","r1i1p1f1","CESM2-WACCM","kg m-2 yr-1",726543932056.329
1991,"gpp","historical","r1i1p1f1","INM-CM4-8","kg m-2 yr-1",927228380808.572
1991,"gpp","historical","r1i1p1f1","INM-CM5-0","kg m-2 yr-1",959744369367.237
1991,"gpp","historical","r1i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",751346989783.504
1991,"gpp","historical","r1i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",975829748611.543
1991,"gpp","historical","r1i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",907871129781.145
1991,"gpp","historical","r1i1p1f1","NorCPM1","kg m-2 yr-1",548538964025.893
1991,"gpp","historical","r1i1p1f1","NorESM2-LM","kg m-2 yr-1",729933290460.424
1991,"gpp","historical","r1i1p1f1","NorESM2-MM","kg m-2 yr-1",726010577162.875
1991,"gpp","historical","r1i1p1f1","SAM0-UNICON","kg m-2 yr-1",811928690327.855
1991,"gpp","historical","r1i1p1f2","CNRM-CM6-1","kg m-2 yr-1",792964626023.578
1991,"gpp","historical","r1i1p1f2","CNRM-CM6-1-HR","kg m-2 yr-1",770906273052.418
1991,"gpp","historical","r1i2p1f1","MRI-ESM2-0","kg m-2 yr-1",1198207093196.77
1991,"gpp","historical","r20i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",745411601317.513
1991,"gpp","historical","r20i1p1f1","NorCPM1","kg m-2 yr-1",556601790978.054
1991,"gpp","historical","r20i1p1f2","CNRM-CM6-1","kg m-2 yr-1",777994885093.404
1991,"gpp","historical","r21i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",754561703729.977
1991,"gpp","historical","r21i1p1f1","NorCPM1","kg m-2 yr-1",563540050694.81
1991,"gpp","historical","r21i1p1f2","CNRM-CM6-1","kg m-2 yr-1",755135467826.199
1991,"gpp","historical","r22i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",739584256652.782
1991,"gpp","historical","r22i1p1f1","NorCPM1","kg m-2 yr-1",560423477556.388
1991,"gpp","historical","r22i1p1f2","CNRM-CM6-1","kg m-2 yr-1",790974585920.621
1991,"gpp","historical","r23i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",730611281233.293
1991,"gpp","historical","r23i1p1f1","NorCPM1","kg m-2 yr-1",544254025603.405
1991,"gpp","historical","r23i1p1f2","CNRM-CM6-1","kg m-2 yr-1",794400384916.109
1991,"gpp","historical","r24i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",756098527480.496
1991,"gpp","historical","r24i1p1f1","NorCPM1","kg m-2 yr-1",556307733656.832
1991,"gpp","historical","r24i1p1f2","CNRM-CM6-1","kg m-2 yr-1",765246660312.833
1991,"gpp","historical","r25i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",728278939055.127
1991,"gpp","historical","r25i1p1f1","NorCPM1","kg m-2 yr-1",557877779369.588
1991,"gpp","historical","r25i1p1f2","CNRM-CM6-1","kg m-2 yr-1",792086994529.017
1991,"gpp","historical","r26i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",745791718275.034
1991,"gpp","historical","r26i1p1f1","NorCPM1","kg m-2 yr-1",539211091104.253
1991,"gpp","historical","r26i1p1f2","CNRM-CM6-1","kg m-2 yr-1",787119334595.013
1991,"gpp","historical","r27i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",733718423139.478
1991,"gpp","historical","r27i1p1f1","NorCPM1","kg m-2 yr-1",547014265548.792
1991,"gpp","historical","r27i1p1f2","CNRM-CM6-1","kg m-2 yr-1",770472844032.916
1991,"gpp","historical","r28i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",739674777675.858
1991,"gpp","historical","r28i1p1f1","NorCPM1","kg m-2 yr-1",557122777173.562
1991,"gpp","historical","r28i1p1f2","CNRM-CM6-1","kg m-2 yr-1",769530219921.468
1991,"gpp","historical","r29i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",732262956712.092
1991,"gpp","historical","r29i1p1f1","NorCPM1","kg m-2 yr-1",548603359983.157
1991,"gpp","historical","r29i1p1f2","CNRM-CM6-1","kg m-2 yr-1",776895363668.769
1991,"gpp","historical","r2i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",764924799267.167
1991,"gpp","historical","r2i1p1f1","CESM2","kg m-2 yr-1",727832481832.239
1991,"gpp","historical","r2i1p1f1","CESM2-WACCM","kg m-2 yr-1",724700385892.306
1991,"gpp","historical","r2i1p1f1","INM-CM5-0","kg m-2 yr-1",945172838407.273
1991,"gpp","historical","r2i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",737391153497.066
1991,"gpp","historical","r2i1p1f1","MPI-ESM-1-2-HAM","kg m-2 yr-1",984355555157.269
1991,"gpp","historical","r2i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",924043114886.187
1991,"gpp","historical","r2i1p1f1","NorCPM1","kg m-2 yr-1",547907066722.789
1991,"gpp","historical","r2i1p1f1","NorESM2-LM","kg m-2 yr-1",723459029186.19
1991,"gpp","historical","r2i1p1f2","CNRM-CM6-1","kg m-2 yr-1",774862459163.82
1991,"gpp","historical","r2i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",672604300772.113
1991,"gpp","historical","r30i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",730586555199.191
1991,"gpp","historical","r30i1p1f1","NorCPM1","kg m-2 yr-1",553166950010.29
1991,"gpp","historical","r30i1p1f2","CNRM-CM6-1","kg m-2 yr-1",775132713449.018
1991,"gpp","historical","r31i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",725463222907.535
1991,"gpp","historical","r32i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",737846306538.388
1991,"gpp","historical","r3i1p1f1","ACCESS-ESM1-5","kg m-2 yr-1",796919842678.878
1991,"gpp","historical","r3i1p1f1","CESM2","kg m-2 yr-1",730897604499.471
1991,"gpp","historical","r3i1p1f1","CESM2-WACCM","kg m-2 yr-1",716582360799.968
1991,"gpp","historical","r3i1p1f1","INM-CM5-0","kg m-2 yr-1",966934482294.272
1991,"gpp","historical","r3i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",750787844106.077
1991,"gpp","historical","r3i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",921298987917.836
1991,"gpp","historical","r3i1p1f1","NorCPM1","kg m-2 yr-1",550284307666.056
1991,"gpp","historical","r3i1p1f1","NorESM2-LM","kg m-2 yr-1",734512161972.122
1991,"gpp","historical","r3i1p1f2","CNRM-CM6-1","kg m-2 yr-1",770551073071.187
1991,"gpp","historical","r3i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",641515345271.395
1991,"gpp","historical","r4i1p1f1","CESM2","kg m-2 yr-1",711797604258.772
1991,"gpp","historical","r4i1p1f1","INM-CM5-0","kg m-2 yr-1",966934482294.272
1991,"gpp","historical","r4i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",732933814494.915
1991,"gpp","historical","r4i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",919987013921.319
1991,"gpp","historical","r4i1p1f1","NorCPM1","kg m-2 yr-1",546305118730.134
1991,"gpp","historical","r4i1p1f2","CNRM-CM6-1","kg m-2 yr-1",779256784096.249
1991,"gpp","historical","r4i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",659106157381.709
1991,"gpp","historical","r5i1p1f1","CESM2","kg m-2 yr-1",728231102174.983
1991,"gpp","historical","r5i1p1f1","INM-CM5-0","kg m-2 yr-1",941399924312.049
1991,"gpp","historical","r5i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",729979264583.996
1991,"gpp","historical","r5i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",933567174070.215
1991,"gpp","historical","r5i1p1f1","NorCPM1","kg m-2 yr-1",552418878363.265
1991,"gpp","historical","r5i1p1f2","CNRM-CM6-1","kg m-2 yr-1",791608540734.749
1991,"gpp","historical","r5i1p1f2","CNRM-ESM2-1","kg m-2 yr-1",655967531635.813
1991,"gpp","historical","r6i1p1f1","CESM2","kg m-2 yr-1",709449966613.06
1991,"gpp","historical","r6i1p1f1","INM-CM5-0","kg m-2 yr-1",952385827178.988
1991,"gpp","historical","r6i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",737143888826.558
1991,"gpp","historical","r6i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",916989771565.2
1991,"gpp","historical","r6i1p1f1","NorCPM1","kg m-2 yr-1",550122695736.005
1991,"gpp","historical","r6i1p1f2","CNRM-CM6-1","kg m-2 yr-1",809013298129.928
1991,"gpp","historical","r7i1p1f1","CESM2","kg m-2 yr-1",723159874158.745
1991,"gpp","historical","r7i1p1f1","INM-CM5-0","kg m-2 yr-1",949596285447.379
1991,"gpp","historical","r7i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",735530255366.216
1991,"gpp","historical","r7i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",929865944994.617
1991,"gpp","historical","r7i1p1f1","NorCPM1","kg m-2 yr-1",546418319381.289
1991,"gpp","historical","r7i1p1f2","CNRM-CM6-1","kg m-2 yr-1",784438425343.748
1991,"gpp","historical","r8i1p1f1","CESM2","kg m-2 yr-1",728005371992.976
1991,"gpp","historical","r8i1p1f1","INM-CM5-0","kg m-2 yr-1",922541912514.682
1991,"gpp","historical","r8i1p1f1","IPSL-CM6A-LR","kg m-2 yr-1",732652842121.818
1991,"gpp","historical","r8i1p1f1","MPI-ESM1-2-LR","kg m-2 yr-1",895630724004.856
1991,"gpp","historical","r8i1p1f1","NorCPM1","kg m-2 yr-1",555243081585.527
